product_name,original_data_column_1,original_data_column_2,supplier_article_number,ean,article_number,product_description,supplier,supplier_url,product_image_url,manufacturer,original_data_column_3
Meiko Mastermop,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,50 cm,1854011,,946750-000-5,"hochwertiger Schlingen-/Fransenmoppbezug aus Baumwoll-
/Polyestergemisch, hohe gleichmäßige Schlingenverteilung
über die gesamte Fläche, sehr hohe Schmutz- und
Feuchtigkeitsaufnahme bei idealem Gleitverhalten,
Einfassbänder in verschiedenen Farben möglich, außen offene
Fransen, Arbeitsbreite 50 cm, Farbe naturfarben, Material
60 % Baumwolle / 40 % Polyester, Recycling-Anteil 50 %, 1
Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/meiko-mastermop-50-cm/Tqvmsq5wGktkW8qnTFNXFY,https://media.igefa.de/files/images_idealclean/1854011.jpg,Meiko Textil,
Vermop Twix Blue/Red/Green,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,Blue,1887911,4006533025622,14734,"Doppelmopp, eine Seite aus Borstenmaterial, auf der anderen
Microfaserplüschgewebe, besonders bei anhaftenden
Verschmutzungen oder Sicherheitsfliesen geeignet, passend
für Twixter-Halter 40 cm, Arbeitsbreite 40 cm, Farbe blue,
Material 85 % Polyester / 15 % Polyamid, 1 Stück, (Krt à 25
Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-twix-blue-red-green-blue/z7avz7GXMcYwDpP5vxMz3k,https://media.igefa.de/files/images_idealclean/1887911.jpg,Vermop,
Ecolab Rasant® Basic,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,50 cm,2062602,,10108451,"Der Rasant® Basic Wischbezug bestehend aus einem Deckblatt mit getufteten Schlingen und einem Außenposament mit Fransen, ist die ideale Lösung für Nass- und Feuchtwischen auf verschiedenen Bodenbelägen.",igefa Handelsgesellschaft,https://store.igefa.de/p/ecolab-rasant-basic-50-cm-schlingen-fransen-bezug/zCS5ShR9CBLA8gx3Nh3s9a,https://media.igefa.de/files/images_idealclean/2062602.jpg,Ecolab,ergonomisches Design; gute Gleiteigenschaften; Flächenleistung ca. 26 m²; besteht aus recyceltem Baumwollgarn; hervorragende & hygienische Reinigungsergebnisse
Vermop Warnschild - Rutschgefahr -,mobile-reinigung/sonstiges/sonstiges/sonstiges,Vermop Warnschild Rutschgefahr  1 Stück,1884481,4006533009523,10705,"durch Aufhängevorrichtung am Reinigungswagen mitführbar,
aus Kunststoff, Abmessung 27,5 x 3,5 x 56,5 cm, 1 Stück,
(Krt à 6 Stk)",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-warnschild-rutschgefahr-vermop-warnschild-rutschgefahr-1-stueck/rJ8aqXBZyjUMtKBKQhi9y9,https://media.igefa.de/files/images_idealclean/1884481.jpg,Vermop,
Swep Duo r-MicroPlus Pro Mop,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,Microfaser-Mopbezug,2228957,4023103236394,171375/171374,"Microfaser Mop für die einstufige Wischmethode (Swep
System), besteht aus bis zu 52 % recyceltem Material -
recyceltem Polyester (Post-Consumer), bis zu 99.99 %
Bakterien-Entfernung, bis zu 99.99 % Viren-Entfernung,
bewährte Ergonomie beim Bodenwischen, langer
Produktlebenszyklus, hohe Waschhaltbarkeit, sehr gute
Chemikalien- und Temperaturbeständigkeit, mit dem Quattro 4-
Farbsystem zur Identifizierung und individuellen Anpassung
an Hygienesysteme, doppelseitiger Microfasermop für eine
hervorragende Flächenleistung, besonders bei strukturierten
Böden, Microfasertechnologie für optimale Haltbarkeit und
Reinigungsleistung ohne aggressive Chemikalien, ideale
Waschtemperatur 60° C, maximale Waschtemperatur 95° C,
ideal für den Einsatz auf allen Hartböden, besonders
effektiv beim Aufnehmen und Sammeln von feinen Partikeln
aus unebenen Oberflächen auf einem strukturierten Boden,
geeignet für trockene, nebelfeuchte oder nasse
Bodenreinigung und desinfizierende Bodenreinigung für die
einstufige Wischmethode (manuelle oder, maschinelle
Vorbereitung) für reduzierten Chemikalien- und
Wasserverbrauch, Arbeitsbreite 50 cm, Material 68 %
Polyester / 32 % Polypropylen, Öko-Label Nordic Swan, 1
Stück, (Krt à 30 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/swep-duo-r-microplus-pro-mop-microfaser-mopbezug/ymtKzE2RBgGSQK4Yvy3S2W,https://media.igefa.de/files/images_idealclean/2228957.jpg,Vileda,
Vermop Sprint Mop Classic,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,50 cm,1884991,4006533022362,14501,"Schlinge/Franse, Polyester-Baumwollmischung mit besonders
dichtem Besatz, getuftet, für alle Bereiche geeignet,
Arbeitsbreite 50 cm, Material 100 % Polyester, Material
Flor 65 % Polyester / 35 % Baumwolle, 1 Stück, (Krt à 50
Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-mop-classic-50-cm/PLhyiN69S7dezLJFFyjDR4,https://media.igefa.de/files/images_idealclean/1884991.jpg,Vermop,
Vermop Twixter Classic,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,Blau,1882461,4006533024168,14731,"Doppelmopp, sehr gute Wasser- und Schmutzaufnahme, aus
einer Polyester-Baumwollgarn-Mischung, besonders zur
desinfizierenden Reinigung geeignet, passend für Twixter-
Halter 40 cm (Art.Nr. 1880711), Arbeitsbreite 40 cm, Farbe
blau, Material 77 % Polyester / 23 % Baumwolle, 1 Stück,
(Krt à 25 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-twixter-classic-blau/tpYsabsKGkyjiZKFyLJCqi,https://media.igefa.de/files/images_idealclean/1882461.jpg,Vermop,
Vermop Equipe Gummi-Stielhalterung,mobile-reinigung/systemwagen/systemwagen/systemwagen,#6548,2044062,4006533041066,16548,"für Reinigungswagen, Stielhalterung aus Gummi, für
Stieldurchmesser von 20 - 28 mm, nur verwendbar mit
Hakenleiste, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-equipe-gummi-stielhalterung-6548/ngKFgpxW76TGPNAzUxDboG,https://media.igefa.de/files/images_idealclean/2044062.jpg,Vermop,
Vermop Sprint Progressive,mobile-reinigung/nasswischsysteme/bezüge/bezüge,VM Sprint Progressive weiß50cm,2090868,4006533113947,14426,"Microfaser Plüschmopp, gute Schmutzanlösung, gute
Wasseraufnahme, Anwendungssicherheit durch Farbkodierung
(weiß, blau, rot), hochwertig verarbeitete Taschen mit
Schlauchgummiprofil, zur Feucht- und Nassreinigung, sehr
gut geeignet für polierte Steinbeläge und glasierte Fliesen,
gut geeignet für mikroporöse Beläge und strukturierte
Böden, gut geeignet für die Unterhaltsreinigung, optimale
Reinigungswirkung, effektiv auch bei groben Verschmutzungen,
Arbeitsbreite 50 cm, Farbe weiß, Material 93 % Polyester /
7 % Baumwolle, 1 Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-progressive-vm-sprint-progressive-weiss50cm/8hY6nAGVCqfVh3xE5xbEZe,https://media.igefa.de/files/images_idealclean/2090868.jpg,Vermop,
Vermop Twixter White Magic,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,40 cm,1887991,4006533025875,14738,"beidseitiger Microfaserplüsch ermöglicht hohe mechanische
Reinigungsleistung, zum Feucht- und Nasswischen von leicht
strukturierten Boden- oder Oberflächen einsetzbar, passend
für Twixter-Halter, Arbeitsbreite 40 cm, Material 100 %
Polyester, 1 Stück, (Krt à 25 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-twixter-white-magic-40-cm/CHz72hTzaXZebBqu2TQuC5,https://media.igefa.de/files/images_idealclean/1887991.jpg,Vermop,
